"","tx_id","Length","EffectiveLength","Overdispersion","logFC","logCPM","F.x","PValue","FDR","Results","tx_version","NIF_dEJ","NIF_uORF","NIF_long_3utr","NIF|__|GC(cds[-10:termination_codon])","GC_5utr","GC_cds","GC_3utr","GC_exons","GC_introns","LENGTH_5utr","LENGTH_cds","LENGTH_3utr","LENGTH_exons","LENGTH_introns","EXONS_count","dEJs|__|penultimate-exon>=55(nts)","uORFs|__|count","uORFs|__|gc-content","uORFs|__|lengths","uORFs|__|max-length","nif_feature","gene_id","gene.x","A","Coef.UPF3B_vs_Control","Coef.UPF3A_vs_Control","Coef.UPF3A_OE_vs_Control","Coef.DoubleKD_vs_Control","Coef.UPF3A_OE_UPF3B_KD_vs_Control","t.UPF3B_vs_Control","t.UPF3A_vs_Control","t.UPF3A_OE_vs_Control","t.DoubleKD_vs_Control","t.UPF3A_OE_UPF3B_KD_vs_Control","p.value.UPF3B_vs_Control","p.value.UPF3A_vs_Control","p.value.UPF3A_OE_vs_Control","p.value.DoubleKD_vs_Control","p.value.UPF3A_OE_UPF3B_KD_vs_Control","p.value.adj.UPF3B_vs_Control","p.value.adj.UPF3A_vs_Control","p.value.adj.UPF3A_OE_vs_Control","p.value.adj.DoubleKD_vs_Control","p.value.adj.UPF3A_OE_UPF3B_KD_vs_Control","F.y","F.p.value","Res.UPF3B_vs_Control","Res.UPF3A_vs_Control","Res.UPF3A_OE_vs_Control","Res.DoubleKD_vs_Control","Res.UPF3A_OE_UPF3B_KD_vs_Control","gene.y","entrez"
"122","ENSMUST00000047463",4074,3801.094,5.92966205458353,5.32803624601217,-2.8534751370679,15.3199322426353,0.000779551449693171,0.0194688099391645,1,"ENSMUST00000047463.15","0","0","1",0.5,0.773993808049536,0.570806100217865,0.491071428571429,"[0.7446808510638298, 0.5, 0.6, 0.5974025974025974, 0.5714285714285714, 0.45454545454545453, 0.6101694915254238, 0.4057971014492754, 0.5365853658536586, 0.609375, 0.6160714285714286, 0.4634146341463415, 0.4691358024691358, 0.42105263157894735, 0.532608695652174, 0.574585635359116, 0.6754385964912281, 0.6265822784810127, 0.6005291005291006, 0.5192307692307693, 0.49008498583569404]","[0.4462489270386266, 0.5007949125596184, 0.4673076923076923, 0.4540873460246361, 0.4775510204081633, 0.47818627450980394, 0.43476009665170867, 0.49705749207786326, 0.5552825552825553, 0.4378504672897196, 0.49002849002849, 0.4605539236256819, 0.4685874349739896, 0.5077081192189106, 0.5069721115537849, 0.47276976224344647, 0.5057345712725286, 0.46564885496183206, 0.4728197105983574, 0.5252121817274089]",323,2295,1456,"[376, 40, 105, 77, 112, 77, 118, 69, 82, 128, 112, 82, 81, 114, 92, 181, 228, 158, 378, 52, 1412]","[87375, 629, 7280, 7144, 2450, 4080, 11588, 2209, 407, 6420, 351, 4766, 2499, 973, 1004, 9842, 1831, 1441, 2557, 2003]",21,NA,0,"","",NA,"One","ENSMUSG00000033389","Arhgap44",-2.9,3.377,3.034,0.676,5.292,3.506,4.79,4.23,0.8,8.04,5.01,0.00021,0.00066,0.43409,0,0.00014,0.002213,0.006763,0.896027,8e-06,0.00176,17.62,1e-05,1,1,0,1,1,"Arhgap44","216831"
"123","ENSMUST00000051025",1933,1660.094,1,0.834460136557228,0.594853263554464,14.4725992281675,0.000804184459897847,0.0198898383667665,1,"ENSMUST00000051025.5","0","0","0",0.4,0.480818414322251,0.609803921568628,0.333333333333333,"[0.5289256198347108, 0.6061746987951807]","[0.5056179775280899]",391,1530,12,"[605, 1328]","[89]",2,NA,0,"","",NA,"None","ENSMUSG00000089876","Tmem102",-0.31,1.213,0.845,0.307,1.487,1.146,5.69,3.83,1.31,7.17,5.36,4e-05,0.00153,0.21024,0,7e-05,0.000566,0.012439,0.768846,2.6e-05,0.001041,15.2,2e-05,1,1,0,1,1,"Tmem102","380705"
"124","ENSMUST00000081776",1530,1257.094,4.07130613171576,0.830874128685461,0.942133428106572,14.4236986267465,0.000817542208193033,0.0201471735147293,1,"ENSMUST00000081776.11","0","0","0",0.5,0.549019607843137,0.556270096463023,0.54954954954955,"[0.5454545454545454, 0.5396825396825397, 0.5556414219474498]","[0.49689791314156795, 0.4839357429718876]",153,933,444,"[110, 126, 1294]","[5319, 498]",3,NA,0,"","",NA,"None","ENSMUSG00000057346","Apol9a",3.9,0.602,1.157,-0.293,1.532,0.376,8.89,17.93,-3.93,24.18,5.45,0,0,0.00125,0,6e-05,8e-06,0,0.141971,0,0.00091,228.18,0,1,1,0,1,0,"Apol9a","223672"
"125","ENSMUST00000130132",904,631.14,1.97727048346866,1.41057282376359,-0.968876702946403,13.6069748438131,0.00108021952647804,0.0248408010546772,1,"ENSMUST00000130132.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","ENSMUSG00000030342","Cd9",1.02,1.22,0.889,0.061,1.826,1.032,5.33,3.73,0.23,8.46,4.43,7e-05,0.00188,0.8212,0,0.00044,0.000963,0.014301,0.976889,5e-06,0.004329,20.65,0,1,1,0,1,1,"Cd9","12527"
"126","ENSMUST00000154869",819,546.206,10.7604588379724,6.38999454032498,-3.3844527861164,14.4487761926726,0.00109421039739679,0.0250307188009828,1,"ENSMUST00000154869.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","ENSMUSG00000028167","Bdh2",1.98,0.769,1.414,0.229,1.697,0.75,3.42,6.85,0.95,8.35,3.36,0.0036,0,0.35433,0,0.00409,0.018746,0.00015,0.864446,6e-06,0.023067,21.14,0,1,1,0,1,1,"Bdh2","69772"
"127","ENSMUST00000160064",1901,1628.094,1.48894278821157,-1.04200076466942,-0.338605093419578,13.4590426790451,0.00113694811073312,0.02576893522516,-1,"ENSMUST00000160064.8","1","0","1",0.5,0.479166666666667,0.420168067226891,0.36831550802139,"[0.4909090909090909, 0.4117647058823529, 0.4425287356321839, 0.46382978723404256, 0.34348561759729274]","[0.3666045531880418, 0.3290719696969697, 0.36864864864864866, 0.34280559314388814]",48,357,1496,"[55, 255, 174, 235, 1182]","[12343, 2112, 925, 2217]",5,314,0,"","",NA,"Two","ENSMUSG00000033538","Casp4",5.94,-1.066,-0.922,-0.154,-2.031,-1.332,-17.33,-15.1,-2.57,-31.07,-21.42,0,0,0.02072,0,0,0,0,0.411878,0,0,273.26,0,-1,-1,0,-1,-1,"Casp4","12363"
"128","ENSMUST00000141135",3606,3333.094,1.76751303171736,0.562801303250613,1.90379940539864,13.2705191557916,0.00121397814708452,0.027158582536895,1,"ENSMUST00000141135.5","0","0","0",0.5,0.478260869565217,0.528558476881233,0.456140350877193,"[0.4423076923076923, 0.5048543689320388, 0.4897959183673469, 0.5931558935361216, 0.448, 0.5050505050505051, 0.6149732620320856, 0.49473684210526314, 0.3939393939393939, 0.5377358490566038, 0.44, 0.5588235294117647, 0.4943820224719101, 0.4827586206896552, 0.49324324324324326, 0.5564516129032258, 0.5076923076923077, 0.4380165289256198, 0.5079365079365079, 0.5607476635514018, 0.4788732394366197, 0.5925925925925926, 0.5865384615384616, 0.5161290322580645, 0.552, 0.5747126436781609, 0.49137931034482757]","[0.474468085106383, 0.4613003095975232, 0.4557894736842105, 0.4522144522144522, 0.49353448275862066, 0.4423841059602649, 0.4681818181818182, 0.47273853779429986, 0.4409030544488712, 0.31496062992125984, 0.49107142857142855, 0.4666666666666667, 0.4448907455012853, 0.4740740740740741, 0.469236471460341, 0.5014084507042254, 0.45242416385792067, 0.5170842824601367, 0.44212962962962965, 0.49146385760988015, 0.44150821785369, 0.453781512605042, 0.6144578313253012, 0.4504896626768226, 0.4288508557457213, 0.44694624261187726]",69,3309,228,"[52, 206, 49, 263, 125, 99, 187, 95, 33, 106, 75, 170, 178, 116, 148, 124, 130, 121, 63, 107, 142, 135, 104, 93, 250, 87, 348]","[470, 323, 1900, 1716, 464, 755, 3080, 1614, 3765, 127, 224, 975, 6224, 945, 1349, 355, 3857, 439, 864, 2753, 3103, 714, 83, 2757, 2045, 3553]",27,NA,0,"","",NA,"None","ENSMUSG00000028125","Abca4",1.82,0.869,0.706,-0.284,1.072,0.268,3.94,3.15,-1.07,4.97,1.12,0.00122,0.00629,0.29928,0.00015,0.28136,0.00828,0.03487,0.831723,0.000766,0.460647,11.26,1e-04,1,1,0,1,0,"Abca4","11304"
"129","ENSMUST00000040715",1236,963.094,1,0.693732302773587,1.54247860082798,13.0763097546473,0.00129929732874957,0.0284407152715006,1,"ENSMUST00000040715.8","0","1","0",0.5,0.57002457002457,0.590361445783133,0.487931034482759,"[0.5697115384615384, 0.5939849624060151, 0.5036390101892285]","[0.5484515484515484, 0.5804597701149425]",407,249,580,"[416, 133, 687]","[1001, 174]",3,NA,2,"[0.568075117370892, 0.6111111111111112]","[213, 90]",213,"One","ENSMUSG00000042485","Mustn1",1.39,0.672,0.691,0.125,1.536,0.503,3.2,3.31,0.55,8.07,2.34,0.00572,0.00453,0.58907,0,0.03265,0.026357,0.027436,0.934952,8e-06,0.105842,16.49,1e-05,1,1,0,1,0,"Mustn1","66175"
"130","ENSMUST00000030915",1659,1386.094,1.40446141954786,0.805800418829379,0.525200458038677,13.032676822306,0.00131934865504163,0.0287412977630755,1,"ENSMUST00000030915.11","0","0","0",0.4,0.517241379310345,0.561366806136681,0.51530612244898,"[0.6476190476190476, 0.4444444444444444, 0.48484848484848486, 0.5495495495495496, 0.5384615384615384, 0.5795454545454546, 0.5670103092783505, 0.4864864864864865, 0.5, 0.6011560693641619, 0.639344262295082, 0.5903614457831325, 0.5681818181818182, 0.5457227138643068]","[0.550744248985115, 0.4586051179126944, 0.463020030816641, 0.508235294117647, 0.5441595441595442, 0.5271069492360769, 0.5364511691884457, 0.45857683052595394, 0.5424657534246575, 0.522207267833109, 0.5853658536585366, 0.5372134563858291, 0.5582506431459022]",29,1434,196,"[105, 72, 99, 111, 91, 88, 97, 111, 124, 173, 122, 83, 44, 339]","[739, 1993, 1298, 1275, 702, 8116, 727, 8727, 365, 17089, 82, 13436, 2721]",14,NA,0,"","",NA,"None","ENSMUSG00000029049","Morn1",1.34,0.675,0.805,-0.275,1.152,0.774,3.57,4.37,-1.25,6.46,4.17,0.00266,0.00051,0.23065,1e-05,0.00076,0.014778,0.005523,0.782324,7.2e-05,0.006582,17.01,1e-05,1,1,0,1,1,"Morn1","76866"
"131","ENSMUST00000028783",2273,2000.094,2.18731115489838,1.05221099707451,-0.0156060957495359,12.9628969378068,0.00135211775974943,0.0292682370490869,1,"ENSMUST00000028783.14","0","0","0",0.6,0.690355329949239,0.569553805774278,0.505434782608696,"[0.6666666666666666, 0.6740331491712708, 0.5546875, 0.5107913669064749, 0.5321637426900585, 0.5185185185185185, 0.5873015873015873, 0.45098039215686275, 0.52046783625731, 0.5208333333333334, 0.5079155672823219]","[0.6973684210526315, 0.4899435682245695, 0.5726872246696035, 0.5681818181818182, 0.5526315789473685, 0.5257352941176471, 0.5982142857142857, 0.4600146735143067, 0.5517241379310345, 0.5127478753541076]",197,1524,552,"[111, 543, 128, 139, 171, 27, 126, 51, 171, 48, 758]","[228, 6911, 227, 88, 152, 272, 112, 1363, 174, 353]",11,NA,0,"","",NA,"None","ENSMUSG00000027315","Spint1",-0.03,0.837,0.672,-0.158,1.34,0.555,4.09,3.22,-0.68,6.93,2.63,0.00089,0.00543,0.50663,0,0.01857,0.006566,0.031325,0.920378,3.7e-05,0.071357,15.51,1e-05,1,1,0,1,0,"Spint1","20732"
"132","ENSMUST00000115388",9161,8888.094,11.8378909508299,0.959826265772796,-0.436592816732272,12.8783457006502,0.00139301323004255,0.0298691516738248,1,"ENSMUST00000115388.9","0","0","1",0.2,0.724409448818898,0.497777777777778,0.424850015787812,"[0.7330097087378641, 0.6273291925465838, 0.5714285714285714, 0.47761194029850745, 0.4939759036144578, 0.390625, 0.4714285714285714, 0.38028169014084506, 0.4, 0.4027777777777778, 0.41317365269461076, 0.5529411764705883, 0.4175824175824176, 0.5576923076923077, 0.47, 0.5277777777777778, 0.46236559139784944, 0.5185185185185185, 0.45098039215686275, 0.40625, 0.49056603773584906, 0.475, 0.514792899408284, 0.5391304347826087, 0.42857142857142855, 0.43564356435643564, 0.3880597014925373, 0.6576576576576577, 0.5887096774193549, 0.4247049567269866]","[0.5272373540856031, 0.4096220116304114, 0.4006042979147611, 0.41302147239263803, 0.41075532403860887, 0.43501903208265363, 0.4088129214364121, 0.41698966408268734, 0.42297650130548303, 0.4122448979591837, 0.32558139534883723, 0.40808823529411764, 0.3949645948072384, 0.38666112611676706, 0.38781884435190006, 0.3557692307692308, 0.42765748031496065, 0.3870101986044015, 0.38207547169811323, 0.3926512968299712, 0.40558532229258, 0.36656534954407294, 0.37244348762109797, 0.39548146523360383, 0.3710328909405655, 0.39197530864197533, 0.3953042644944897, 0.4216209349593496, 0.4242512358243675]",127,2700,6334,"[206, 161, 77, 67, 83, 64, 70, 71, 75, 72, 167, 85, 91, 52, 100, 72, 93, 81, 51, 64, 106, 120, 169, 115, 91, 101, 67, 111, 124, 6355]","[514, 37144, 97303, 65200, 6527, 1839, 6377, 3096, 2681, 735, 1247, 1088, 1271, 4813, 1921, 208, 2032, 1863, 212, 2776, 6159, 3290, 929, 4559, 19063, 324, 2087, 7872, 3439]",30,NA,0,"","",NA,"One","ENSMUSG00000040537","Adam22",1.23,-1.007,0.906,-0.22,0.238,-1.053,-6.91,8.91,-1.81,2.11,-7.21,0,0,0.09026,0.05146,0,9.8e-05,1.2e-05,0.617811,0.099544,7.6e-05,73.1,0,-1,1,0,0,-1,"Adam22","11496"
"133","ENSMUST00000109432",2273,2000.094,1.31198255465174,1.20690843494095,-1.11940095670201,12.5252158439364,0.0015789402570552,0.032622255374478,1,"ENSMUST00000109432.4","0","0","0",0.5,0.75968992248062,0.568999028182702,0.546511627906977,"[0.7548076923076923, 0.5566037735849056, 0.5588235294117647, 0.5755813953488372, 0.543859649122807, 0.6176470588235294, 0.5217391304347826, 0.4855072463768116, 0.5, 0.6201550387596899, 0.6349206349206349, 0.55, 0.5833333333333334, 0.5241935483870968, 0.5714285714285714]","[0.5021987126378179, 0.5321428571428571, 0.5205267234701781, 0.49793388429752067, 0.5558375634517766, 0.5174418604651163, 0.44613821138211385, 0.502940580004056, 0.5203938115330521, 0.5698005698005698, 0.505, 0.5192761605035405, 0.5313725490196078, 0.5113477164471841]",129,2058,86,"[208, 106, 136, 172, 57, 102, 138, 138, 144, 129, 126, 120, 132, 124, 441]","[15691, 2240, 2582, 2420, 1182, 516, 984, 4931, 711, 702, 1200, 1271, 2040, 7138]",15,NA,0,"","",NA,"None","ENSMUSG00000006369","Fbln1",-1.81,0.92,1.299,-0.129,1.903,0.391,3.6,5.3,-0.45,8.14,1.45,0.0025,8e-05,0.65626,0,0.16632,0.014208,0.001331,0.948923,7e-06,0.32481,22.17,0,1,1,0,1,0,"Fbln1","14114"
"134","ENSMUST00000154124",612,339.786,1.44248691232424,1.05197279866572,0.832791861036502,12.4194083499588,0.00163977492285475,0.0335436816177977,1,"ENSMUST00000154124.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","ENSMUSG00000018774","Cd68",3.03,0.764,0.752,0.001,2.865,0.721,5.57,5.52,0.01,23.83,5.26,5e-05,5e-05,0.99347,0,8e-05,0.000682,0.000968,0.998948,0,0.001229,155.14,0,1,1,0,1,1,"Cd68","12514"
"135","ENSMUST00000085992",4018,3745.094,10.1308710707635,2.80193455679331,-2.32778841931376,12.1647561194726,0.00179689257128569,0.0358441538111293,1,"ENSMUST00000085992.4","0","0","0",0.6,0.550387596899225,0.556043312847527,0.485169491525424,"[0.5333333333333333, 0.5970149253731343, 0.5368421052631579, 0.5862068965517241, 0.5458715596330275, 0.5435992578849722]","[0.4846938775510204, 0.441046573875803, 0.4682312535775615, 0.4288017195056421, 0.4778317643486183]",129,3417,472,"[105, 134, 95, 232, 218, 3234]","[588, 14944, 1747, 1861, 6586]",6,NA,0,"","",NA,"None","ENSMUSG00000026564","Dusp27",-0.31,0.684,2.169,-0.414,1.919,0.309,3.35,12.39,-1.76,10.68,1.44,0.0042,0,0.09799,0,0.16835,0.021023,0,0.633745,0,0.327013,68.17,0,1,1,0,1,0,"Dusp27","240892"
"136","ENSMUST00000180587",2235,1962.094,1.28182449218158,0.86123666818162,0.0841153931640761,12.0475638983886,0.00187463449863172,0.0371206580467256,1,"ENSMUST00000180587.8","0","0","0",0.3,0.694767441860465,0.575020275750203,0.463525835866261,"[0.7176938369781312, 0.6862745098039216, 0.5131578947368421, 0.6296296296296297, 0.5833333333333334, 0.552, 0.5925925925925926, 0.6666666666666666, 0.5443037974683544, 0.4583333333333333, 0.5378151260504201, 0.4748201438848921, 0.45703125]","[0.609271523178808, 0.5246478873239436, 0.47255813953488374, 0.5949367088607594, 0.4943710230053842, 0.58125, 0.5405257393209201, 0.4793103448275862, 0.6220472440944882, 0.5202702702702703, 0.5288888888888889, 0.48526522593320237]",344,1233,658,"[503, 51, 76, 54, 36, 125, 135, 102, 79, 48, 119, 139, 768]","[151, 568, 1075, 79, 6129, 160, 1826, 290, 127, 148, 225, 509]",13,NA,0,"","",NA,"None","ENSMUSG00000018752","Tnfsfm13",-0.63,0.828,0.827,0.029,0.999,0.73,3.46,3.48,0.11,4.24,3.02,0.00334,0.00319,0.91478,0.00066,0.00839,0.017642,0.021009,0.990077,0.002619,0.039609,6.82,0.00149,1,1,0,1,1,"Tnfsfm13","619441"
"137","ENSMUST00000012331",1178,905.094,3.4464990479641,0.968809024164485,-0.817407569040918,11.3504057417561,0.00241977243834992,0.0446768359129351,1,"ENSMUST00000012331.7","0","0","0",0,0.610526315789474,0.475198412698413,0.373333333333333,"[0.6296296296296297, 0.45251396648044695, 0.4195121951219512, 0.5485714285714286, 0.415, 0.43478260869565216]","[0.458650860852385, 0.44366197183098594, 0.4457926668425218, 0.44801223241590216, 0.4472442756874928]",95,1008,75,"[189, 179, 205, 175, 200, 230]","[10629, 710, 3791, 1308, 8691]",6,NA,0,"","",NA,"None","ENSMUSG00000012187","Mogat1",0.85,0.665,0.985,-0.316,1.451,0.327,3.01,4.72,-1.24,7.26,1.41,0.00843,0.00025,0.23358,0,0.17775,0.035042,0.003213,0.785679,2.3e-05,0.339405,19.7,0,1,1,0,1,0,"Mogat1","68393"
"138","ENSMUST00000182234",999,726.094,1.78081274984449,2.03946113193713,-0.078421688033176,11.1142553405528,0.00264178384907421,0.0475039818617954,1,"ENSMUST00000182234.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","ENSMUSG00000098158","Gm4804",0.28,6.035,6.151,5.713,6.24,5.903,5.38,5.5,5.07,5.58,5.25,7e-05,5e-05,0.00012,5e-05,9e-05,9e-04,0.000995,0.063842,0.000283,0.001234,9.62,0.00024,1,1,1,1,1,"Gm4804","217409"
